,Title,Categories,Status,Views,Comments,Follows,Introduction,Last Update,Latest Chapter
147,Tiểu Bạch Nam Thần Daddy,"Comedy, Comic, Drama, Manhua, Ngôn Tình, Romance, Smut, Truyện Màu",Đang tiến hành,7449660,3091,25271,,18/08//2021,Chapter 161
148,Chuyển Phát Nhanh Tình yêu,"Drama, Manhwa, Romance",Hoàn thành,211497,86,3919,"Thế Đào - nhân viên chuyển phát nhanh tin yêu tin tưởng tình yêu đích thực kiên trì gửi thư tình cho nam nữ si tình, nhưng lại gặp phải người chủ không tin tình yêu, lợi ích trên hết. Đẹp trai thì thế nào? Người đàn ông lạnh lùng như vậy đang đời khi trở thành cẩu độc thân. Xin chào, chuyển phát nhanh tình yêu, ôm lấy tình yêu, trở về sơ tâm.",18/08//2021,Chapter 31
149,Đứa trẻ có 5 Daddy,"Comedy, Drama, Manhua, Truyện Màu",Đang tiến hành,44436,37,977,"Để có một đứa con chăm sóc người chồng ốm yếu sau một cơn bạo bệnh, Từ Phong quyết định sang nhà mỹ nam hàng xóm để cưỡng ép xin gen. Nào ngờ vừa mới hành động xong liền bị Diệp tổng phát hiện tìm tới cửa, sau đó cùng hẹn hò với anh trai của mỹ nam nhà bên quyết tâm xử lý vợ chồng hai người họ. Chính vì vậy, để có được một đứ con Từ Phong không thể không mang theo chồng trên con đường bị bốn mỹ nam truy sát.",18/08//2021,Chapter 10
150,Sawaranaide Kotesashi-Kun,"Comedy, Ecchi, Harem, Manga, Romance, School Life, Shounen, Slice of Life, Sports",Đang tiến hành,82890,60,2741,"Kotesashi Kouyou là một thanh niên sở hữu kĩ năng xoa bóp (mát xa) tầm bậc thầy. Ước mơ của cậu là trở thành bác sĩ thể thao, và cậu đang nhắm tới học bổng khoa dược của trường. Vì nhà không khá giả mấy nên phải đi làm quản lí khách sạn để trả học phí, nhưng trớ trêu thay, cậu phải chăm sóc các cô gái ở đây để đổi lấy tương lai của cuộc đời mình... Ngắn gọn: Hành trình của thanh niên có kĩ năng xoa bóp cực đỉnh đi chinh phục gái",18/08//2021,Chapter 7
151,"Kouritsu Kuriya Madoushi, Dani no Jinsei de Madou o Kiwameru","Action, Adventure, Chuyển Sinh, Fantasy, Manga, Supernatural",Đang tiến hành,2912786,1154,19263,"Truyện về một thể loại gì mình chả biết, thế nhưng anh Main nhà ta sau khi bị cắt mất danh hiệu đệ nhất, anh ta đã rút kinh nghiệm và quay lại ngày còn trẻ để tu Luyện lại bằng cách trùng Sinh - thể loại tựa game - anh main nhà ta quẩy như thế nào sau khi Trùng Sinh? đón xem nhé!",18/08//2021,Chapter 51
152,Cực Phẩm Tiên Đế,"Action, Comedy, Fantasy, Manhua, Truyện Màu",Đang tiến hành,3122681,630,16897,,17/08//2021,Chapter 72
153,Y Nữ Khuynh Thành - Thịnh Sủng Vương Phi,"Cổ Đại, Comedy, Manhua, Romance, Truyện Màu, Xuyên Không",Đang tiến hành,3402841,2289,9892,"Thiếu nữ thế kỷ 21 Văn Khâm khâm bị xuyên không một cách huyết cẩu, kết quả ngày đầu tiên khi vừa mới xuyên qua đã bị ép hầu hạ, âu sầu trong mắt nam nhân cuồng tình phút chốc hóa thành tuyết trắng. Mối quan hệ với Vương gia xấu bụng càng diễn xuất càng trở nên mãnh liệt, đột nhiên phát hiện có thai nhưng không ngờ lại bị sinh non. Bất hạnh bị truy sát lưu lạc nơi dị quốc, lại trở thành một vị thần y....",17/08//2021,Chapter 56
154,Tokubetsu ni Kawaiku Mieru no desu.,"Comedy, Romance, School Life, Shoujo",Đang tiến hành,51098,74,2217,Đây là một câu chuyện hường phấn đáng yêu giữa một chàng trai trầm tính và một cô gái bình thường nhưng rất dễ thương <3,17/08//2021,Chapter 6
155,Cát Xê Người Tình Bóng Đêm,"Manhua, Romance, Shoujo, Truyện Màu",Đang tiến hành,332223,319,3647,"Giấu diếm thân phận tham gia tiết mục ghép đôi cùng vị hôn phu?! Một cặp tình nhân nghèo âm thầm yêu nhau trong công ty, vì có được tiền thưởng tình yêu 5 triệu rmb để mua nhà kết hôn, đã giả vờ như người xa lạ tham gia chương trình ghép đôi này, hai người những tưởng tình cảm sự ăn ý vun đắp trong bốn năm có thể ngăn được muôn vàn thử thách kiên trì đến cuối chương trình, nhưng không ngờ chương trình vì có được đề tài thu hút người xem thì đưa ra muôn trùng khảo nghiệm ngăn trở tình yêu…",17/08//2021,Chapter 36
156,"Tantei wa Mou, Shindeiru","Comedy, Drama, Manga, Mystery, Romance, School Life",Đang tiến hành,105950,128,2917,"Kimihiko Kimitduka, một thanh niên đã trở thành trợ thủ của một thám tử được gọi là Siesta trong một vụ tấn công máy bay trên không vào bốn năm trước. Kimihiko và Siesta đã cùng nhau phiêu lưu trong khi chống lại một tổ chức bí mật, nhưng mọi chuyện đã chấm dứt sau cái chết của Siesta. Dù hiện tại, Kimihito đã cố gắng trở lại cuộc sống buồn tẻ, bình thường với tư cách là học sinh trung học, nhưng mọi chuyện không có đơn giản như vậy, cho dù thám tử đã chết.",17/08//2021,Chapter 10
157,Tái sinh thành thôn nữ,"Chuyển Sinh, Comedy, Gender Bender",Đang tiến hành,190813,209,2520,Ờ thì như tựa ấy,17/08//2021,Chapter 7
158,Nỗi Buồn Của Suzumiya Haruhi,"Action, Adventure, Comedy, Manga, School Life, Shounen",Đang tiến hành,8752,26,275,"Suzumiya Haruhi là một nữ sinh trung học luôn mơ ước được gặp sinh vật ngoài hành tinh, người tương lai hay nhà ngoại cảm vì cô cảm thấy quá buồn chán với những con người bình thường. Với sự gợi ý vô tình của Kyon, Haruhi đã thành lập Quân đoàn SOS để truy tìm những hiện tượng bí ẩn. Các sáng kiến của Haruhi luôn gây biết bao chuyện bi hài cho các thành viên của Quân đoàn SOS, đặc biệt là Kyon. Thế nhưng, liệu Haruhi có tìm được điều mình luôn mong ước?",17/08//2021,Chapter 11
159,The Banished Villainess! Living the Leisurely Life of a Nun Making Revolutionary Church Food,"Comedy, Fantasy, Manga, Shoujo, Slice of Life",Đang tiến hành,403267,350,5535,,16/08//2021,Chapter 18
160,ACUP Tiên Sinh,"Drama, Manhua, Truyện Màu",Đang tiến hành,228221,64,2191,"Chuyện là như ""lày"", các bạn có hiểu hôn? Là trong một buổi trời nắng mát cmn mẻ, chụy đi đường thì bị vấp ngã = auto tụt quần anh main. Ồ, không sao, không vấn đề gì, nhưng đậu đen lại một buổi nắng mát khác cả hai ok tráo đổi linh cmn hồn! Chụy trên cơ thể anh main về nhà, đang tìm đồ thay quần áo thì thấy cái hộp trong tủ, mở ra thì... ok i'm fine! Là quần xì ren đen chữ T!!!!",16/08//2021,Chapter 60
161,Supernova wa Kiss no Mae ni,"Comedy, Drama, Manga, Romance, Sci-fi",Đang tiến hành,41454,47,853,"Trong một biến cố bất ngờ, Toki, một nam sinh trung học, bắt đầu hẹn hò với Fumi Munetsugu, nữ siêu anh hùng của trường. Sau khi có một khởi đầu tốt đẹp, họ phải đối mặt với rào cản tiếp theo trên con đường tình yêu của họ: một nụ hôn.Hoàn toàn nằm ngoài khả năng của mình, Toki không thể nào tiếp tục được.Tuy nhiên, số phận của thế giới lại phụ thuộc vào nó ...",16/08//2021,Chapter 15.5
162,Đặc Công Cuồng Phi: Tuyệt Thế Tu Chân,"Chuyển Sinh, Cổ Đại, Manhua, Romance, Truyện Màu, Xuyên Không",Đang tiến hành,360470,70,5637,"Quân cơ xứ đặc công Minh La thân mang dị năng, xuyên về dị thế thành tu chân tiểu bạch? Nhìn ta linh vũ song tu, một ngân châm hoành hành thiên hạ, tinh thạch, linh thú, linh đan, mĩ nam... Nhanh chóng ôm nàng, mỗ Vương Gia bóp chết pháo hôi, ở bên cạnh mỉm cười mê hoặc: Nương tử, nàng và ta dây dưa ngàn năm, lần này, nàng đừng hòng trốn thoát. Nam cường nữ cường, ngược tra ngược tiện, nghiền nát bạch liên hoa! Ngày xưa, ở Cửu Thiên Tiên Trung Đài, tiểu cà rốt lấy thân báo đáp ân tình, sau một ngàn năm, trên vùng đất Bắc Châu, đặc công vô lương tâm tìm phu, coi thường tất cả chúng sinh.....",15/08//2021,Chapter 26
163,Chào mừng đến với lớp học Thượng đẳng,"Comedy, Drama, Romance, Seinen, Slice of Life",Đang tiến hành,1342149,1643,10201,"Trường cao trung Kōdo Ikusei, một ngôi trường danh tiếng với cơ sở vật chất hàng đầu, nơi mà gần như 100% số học sinh đều học tiếp lên Đại học hoặc kiếm việc làm. Học sinh của trường được tự do để kiểu đầu và có thể mang bất cứ đồ dùng cá nhân nào mà mình thích. Kōdo Ikusei là một ngôi trường trong mơ của nhiều người, nhưng sự thật là chỉ có những học sinh ưu tú nhất mới được nhận các ưu đãi đó.
Nhân vật chính Kiyotaka Ayanokōji là một học sinh lớp D, nơi mà nhà trường bỏ những học sinh ""thứ cấp"" vào để làm trò hề cho cả trường. Vì một lý do, Kiyotaka đã sơ suất trong kì thi tuyển và rớt vào lớp D. Nhưng sau khi gặp Suzune Horikita và Kikyō Kushida, hai người bạn học của cậu, mọi thứ xung quanh Kiyotaka bắt đầu thay đổi.
Dựa trên một tiểu thuyết nổi tiếng cùng tên!",16/08//2021,Chapter 35
164,Chuyển Sinh Ma Pháp Đặc Biệt Yếu,"Action, Chuyển Sinh, Fantasy, Manhwa, Truyện Màu",Đang tiến hành,44457930,3426,56118,"A Returner's Magic Should Be Special
Đại khái là thanh niên nghèo vượt khó, tuy không được đào tạo bài bản nhưng lại có khả năng gánh team. Có điều chết vì quả thưởng bonus. Main nhà ta được hồi sinh và cho một cơ hội thay đổi. Liệu main có khả năng lập Harem và trở thành quí sờ tộc để được sức mạnh thay đổi tương lai của mình :))) mà đọc cái tiêu đề thì khỏi đoán ha :))) LOLLL",16/08//2021,Chapter 161
165,Yukashi Yuusha No Fukushuutan,"Action, Adventure, Fantasy, Manga, Shoujo Ai, Tragedy",Đang tiến hành,83399,143,2659,"Một anh hùng là người được Chúa chọn để nhận một 'món quà' siêu nhiên. Một sự tồn tại duy nhất, chỉ có một Anh hùng có thể tồn tại tại một thời điểm, với một người mới được chọn khi cái chết của người tạo mẫu. Anh hùng của thế hệ này là một cô gái dân làng bình thường tên Kyrie, món quà chỉ đơn thuần là có thể đun sôi chất lỏng. Khi gia đình và bạn bè của cô bị tàn sát, Kyrie bị dồn vào một góc và biết được giá trị thực sự của sức mạnh nóng bỏng đó, và nó có thể được sử dụng như thế nào để thổi bùng ngọn lửa trả thù bùng cháy trong cô.",15/08//2021,Chapter 6
166,Nàng Phù Thủy Của Tôi,"Drama, Fantasy, Manhwa, Romance, Tragedy, Truyện Màu, Webtoon",Đang tiến hành,246535,268,4507,"Ở thời đại này, nếu bạn quá giỏi hoặc quá tệ ở một khoảng nào đó, hay chỉ đơn giản do bạn quá xinh đẹp, bạn sẽ bị gọi là Phù Thủy. Vượt qua vòng xoáy thời gian, đây là chuyện tình của cậu bé bị ruồng bỏ và nàng Phù Thủy xinh đẹp.",15/08//2021,Chapter 12
167,Tonari No Enkyorirenai,"Manga, Romance, School Life, Seinen, Slice of Life",Đang tiến hành,49011,42,941,"Đều là sinh viên, đều là hàng xóm.
Dù sống gần nhau, nhưng chưa chạm mặt bao giờ.
Nhưng dần dần, họ cảm nhận được tình yêu ấy.",15/08//2021,Chapter 21
168,Đô Dạ Hành,"Action, Adventure, Cổ Đại, Manhua, Martial Arts, Mystery, Truyện Màu",Đang tiến hành,3578,64,329,"Dưới đô thành thạnh thế, sóng ngầm cuồn cuộn. Ta dùng đao này, siêu độ bọn ngươi thì hơn! Đón xem trọn bộ tại thienhatruyen.com",15/08//2021,Chapter 1
169,Thiếu Nữ 1M8,"Comedy, Manhwa, Romance, School Life, Truyện Màu",Đang tiến hành,741828,477,6788,Cô gái cao hơn 1m8 làm người mẫu thời trang nam?,15/08//2021,Chapter 34
170,Trọng Sinh Chi Song Diện Cừu Phục Ký,"Manhua, Shoujo, Truyện Màu",Đang tiến hành,93170,50,880,""" Công chúa "" từ này đều là do mọi người gắn mác lên người tôi, nhưng thực ra, cô đơn và lo lắng không ngừng quanh quẩn trong tuổi thơ của tôi. Và sự xuất hiện của hắn, làm tôi tin rằng mình đã gặp đúng người. Nhưng mà, tôi đã quá ngây thơ rồi. Mỗi người đều phải trả giá cho những sai lầm của chính mình. Còn tôi... thì phải trả giá cho sự ngây thơ của mình.",14/08//2021,Chapter 16
171,Bỗng Một Ngày Trở Thành Con Gái Nhà Vua,"Drama, Manhua, Romance, Truyện Màu",Đang tiến hành,76458144,44131,85099,"Một tai nạn xe hơi cho phép cô vượt qua thế giới phép thuật, và cô được hoàng đế nhận làm công chúa trong một cuộc thi. Tuy nhiên, các công chúa khá đều sống trong lâu đài được cung cấp đầy đủ người hầu,t iền tài. Tại sao đến lượt cô lại sống trong một ngôi nhà củi đổ nát và bị các công chúa khác đánh đập? Không, cô muốn đánh trả! Khi nhìn thấy sự cô chống trả lại, gương mặt băng của hoàng đế hơi nhếch lên: ""Ngươi khá thú vị, xem ra còn có chút tác dụng .""",14/08//2021,Chapter 345
172,Gemma,"Action, Adventure, Fantasy, Manga",Đang tiến hành,5581,25,157,"Gemma là một cô bé ngọt ngào ... và cũng là một con rồng. Cô ấy có thể trông ngây thơ với mái tóc xoăn và đôi má ửng hồng, nhưng trong sâu thẳm, cô ấy biết mình là một con quái vật có thể san bằng các ngôi làng chỉ bằng một hơi thở. Vì điều này, cô ấy bị ghét và sợ hãi, ngay cả với những người mà cô ấy từng tin rằng yêu cô ấy. Và sau đó là Garin, thợ săn rồng hung dữ nhất (mặc dù hơi mệt mỏi) trong tất cả các Chrysos, bây giờ được giao nhiệm vụ hướng dẫn Gemma đến bến cảng an toàn. Một cô gái rồng tinh nghịch và một thợ săn rồng ... điều gì có thể xảy ra?",14/08//2021,Chapter 5
173,Saikyou Yuusha Wa Oharai Hako: Maou Ni Nattara Zutto Ore No Musou Return,"Action, Adventure, Chuyển Sinh, Comedy, Fantasy",Đang tiến hành,586400,421,8466,Một anh hùng đã dũng cả chiến đấu đánh bạn chúa quỷ nhưng điều mà Garrius nhận được chỉ một túi vàng. Mọi công trạng của anh đều bị thái tử cướp đi chỉ vì ngoại hình xấu xí. Không những vậy main còn lại bị đổ tội danh lập mưa sáy hại Thái từ. Vì thế main đã cùng bỏ với Lippi bắt đầu một hành trình mới.,14/08//2021,Chapter 22
